word1,word2,label
yoshio,theo,1
misspeak,reick,1
vivid,poteat,0
nimmons,huddleston,0
mangine,meaney,1
ferm,dori,0
polymerase,macallister,0
barillari,prosperi,1
roots,toots,1
eliassen,constricted,0
copolla,motola,1
metrocorp,seaman,0
labell,rampell,1
hornbeck,proletariat,0
cray's,betrays,1
noxell,edell,1
dorr,drawer,1
crystallography,geography,1
preceded,flatley,0
nola,noyola,1
stroope,novotny,0
part-time,supers,0
psychopathic,dispersants,0
sheepish,varian,0
rosko,gaulle,0
lauck,hauke,1
chew,vue,1
disbursing,adjunct,0
hardee,discreetly,0
sankei,pictures',0
iovino,pellegrino,1
purchasers,smithburg,0
deets,petites,1
o'carroll,amateurish,0
transcontinental's,continental's,1
eastes,pressnell,0
desolation,irritation,1
desecration,collaboration,1
hone,mcglone,1
moone,cots,0
clack,averitt,0
nazionale,volley,1
babino,criticisms,0
strasbourg,polley,0
ginas,dille,0
hannon,oglala,0
amy's,classaction,0
stet,privette,1
carvalho,congratulations,0
bueno,pequeno,1
enimont,twirl,0
telesat,gratton,0
microliter,arrange,0
guldin,deductively,0
geeze,guarantee's,1
ferrying,deiss,0
wading,lemelle,0
throw,mousseau,1
jus,krus,1
lashed,zanamivir,0
solitary,chairmen,0
mcgurk,lerch,1
habitation,privation,1
klutts,rutts,1
vanderveen,deblasio,0
brimmed,robbin,0
langhorne,langhorn,1
armine,itty,0
keyless,wheeless,1
fane,brain,1
delgreco,mcafee,0
roll,skoal,1
vian,timpone,0
submarine,routine,1
neiman,luhman,0
uncompleted,seated,1
jaquay,aigner,1
barbette,anisette,1
nobuyuki,barnas,0
charleen,submachine,1
notes',spokesperson,0
inside,pride,1
cetacean,ventilation,1
maradonna's,garters,0
karsten,countrywide,0
rationalization,conservation,1
kula,matula,1
homo,sumatomo,1
complains,pertains,1
aguillon,manion,1
dispatcher's,kryder,0
behrends,mihai,0
morano,medrano,1
needed,conceded,1
gurr,flashier,0
baumert,imperial's,0
temerity,madonia,0
protein's,depetro,0
levengood,quieting,0
verena,traina,1
depaolo,triplecast,0
funk,backus,0
carriage,genson,0
achilles',billy's,1
barriga,grega,1
localization,exhalation,1
salem,gwizdala,0
tyco's,shielding,0
louganos,lockstep,0
educations,croatian's,1
bensel,masi,0
desolation,invocation,1
baldassare,hinkel,0
emigrations,invitations,1
lafond,guimond,1
rocard,hypercard,1
ends,featuring,0
hourigan,bonderman,0
sporting,lempke,0
smee,legree,1
ross,crosse,1
sharleen,aquamarine,1
investigations,stations,1
save,election's,0
clarette,maillet,1
hialeah,gaea,1
bleak,zeke,1
roaches,encroaches,1
oriana,brianna,1
ampligen,artisans,0
eade,rarer,0
simoni,scarpone,1
sneddon,contexts,0
kot,slot,1
crochetiere,meir,1
ledoux,uwe,1
hmmm,frum,1
bellavista,reentry,0
spadoni,phony,1
wojciak,cnn's,0
barten,garton,1
crumby,art,0
piling,emry,0
unita,emelita,1
crusade,blade,1
neighboring,kliewer,0
insincere,olear,1
tangled,shorty,0
deubler,hayn,0
ficarra,holden's,0
spatafore,cosi,0
dekeyser,visor,1
millay,renee,1
affectation,configuration,1
decreases,police's,1
clarida,raghida,1
accreditations,immunizations,1
viviano,siano,1
williams',kalashnikov,0
daze,blayze,1
grage,amanpour,0
stemmer,breth,0
adherence,insightful,0
roope,coop,1
toxicologist,undergrad,0
pilasters,mcpeek,0
vet,wynette,1
misallocation,transillumination,1
lorelli,buzzelli,1
pows,ho's,1
grind,perishables,0
low-spiritedness,orioles',0
ferrick,nicoline,0
bardulf,aument,0
cerullo,glacis,0
flory,reinsurance,0
modulation,privation,1
fray,torme,1
poon,commune,1
sci,tennessee,1
flavell,advection,0
franson,comparably,0
wiederholt,cladification,0
schildknecht,luczak,0
vitiello,daquila,0
toad,flowed,1
cremation,reallocation,1
hornbook,actavas,0
soul,bowl,1
nowels,masonry,0
affected,harald,0
ruocco,quackery,0
menino,saracino,1
wolaver,bunch,0
lazzarini,furini,1
angeletti,teti,1
raines,landview's,0
shopkeepers,inderal,0
kruszynski,konwinski,1
distraught,kronen,0
corrina,hermina,1
tong,han's,0
pile,kyle,1
faster,oleaster,1
mobilization,conservation,1
perforation,civilization,1
groen,leone,1
misidentification,saturation,1
sikh,gieck,1
wooden,goulden,1
wooded,anthropomorphic,0
previn,pubs,0
hence,barloon,0
entergy,newcombe,0
bastille,gayshill,1
brecheisen,mandrell,0
crisci,ivey,0
greunke,bianca,0
philanthropy,brewer,0
varies,symbolic,0
marconi,marcone,1
winonah,gabelli,0
bittel,lussier,0
poe's,bowes,1
lonardo,confrontational,0
elude,delude,1
antigone's,translucent,0
zippo,lippo,1
masayoshi,joshi,1
englerth,minchew,0
clementz,triennial,0
privett,dumptruck,0
fein's,mclean's,1
carino,luppino,1
mirelle,bartunek,0
duquette,goulet,1
singaporean,jeansonne,0
kania,lives,0
pasts,masse,1
halogenate,pyro,0
pierie's,pacifists,0
schmancy,voyage,0
robin,kansan's,0
dick's,splint,0
decaf,sanso,0
basile,pret,0
mura,watanabe,0
vantil,beel,1
garris,harriss,1
obeys,days',1
dunagan,barriere,0
viviana,americana,1
heyl,podell,1
powerpcs,trusteeship,0
kostka,unlawfully,0
refrigeration,invocation,1
niswonger,medusas,0
sarage,vibrates,0
fumigation,reconfirmation,1
chui,thrice,0
neat,suite,1
colliding,jewelsburg,0
megna,guide's,0
spezzano,sassano,1
cleans,saenz,1
mcgrain,partain,1
farly,expatriate,0
flotation,ratification,1
haughton,cotton,1
guay,repay,1
claudet,quoted,0
recommendation,notation,1
lorenzi,x.s,0
sioux,do,1
peacemaker,astrologer,0
subsides,decides,1
czar,schar,1
invades,blades,1
impedes,read's,1
pisano,campuzano,1
shriek,beak,1
caesar,matrice,0
limitation,machination,1
thickener,brazell,0
incubation,ramification,1
simulation,operation,1
zbikowski,kosowsky,1
passe,mcshea,1
faraday,isla,0
portables,overworked,0
mossman,bassoon,0
trojanowski,ulatowski,1
tregurtha,retrenched,0
crests,comparing,0
preventatives,deltadromeus,0
thumbnail,poe,0
uniden's,bunching,0
faught,tozier,0
kasey,classy,1
sameer,moshe,0
preordain,paign,1
maffei,mitering,0
dash,mitnick,0
wannabees,lortie,0
romelle,pesnell,1
stelle,cabell,1
meli,catelli,1
trease,mcnees,1
neese,potpourris,1
anesthetic,hyperkinetic,1
sarni,watching,0
murihuro,demuro,1
vetco,keylon,0
spill,pill,1
claran,mcclaren,1
myrtice,nachman,0
septer,biotechnology,0
gagne,abusing,0
pret,cassette,1
it's,nitz,1
kirklin,pischke,0
locates,donais,0
feeder,nieder,1
gul,bobinski,0
rowton,poten,1
nynex,gartenberg,0
inhalation,revitalization,1
abdul,luc,0
claudine,skeen,1
bond's,dente,0
thunder,telesphere,0
reconnects,sects,1
gamble,coprocessors,0
schoenborn,yeargin,0
garols,nissho,0
klee's,zeese,1
lusitanias,mashantucket,0
echeverria,erdrich,0
uri,murree,1
racehorses,containment,0
schoolwork,avionics,0
chock,block,1
polishing,kazarian,0
monterrey,calvey,1
mizer,equipping,0
dugal,potatoes,0
rossiya,circulars,0
coscia,raced,0
pry,alai,1
herne,thurn,1
magoon,karun,1
butcher's,stowers,0
minicucci,nemer,0
pfeil,tile,1
munafo,jensen,0
savikas,denson,0
resumption,dohn,0
halting,timpani,0
hsiao,yaden,0
plaque,mack,1
hennessey,lured,0
hizbollah,pizzitola,1
crenwelge,righetti,0
mahaffy,federals,0
darwin,craft's,0
laser,nazer,1
reputation,designation,1
tiegs,lalas,0
loden,groden,1
hats,bratz,1
gibian,red-handed,0
ayatollah,dinicola,1
overexpose,boes,1
lest,unaddressed,1
duvalier,amor,0
rupee,beaudry,1
rational,dowless,0
daniele,rousselle,1
chiffon,tehran,1
inclination,procrastination,1
skibinski,sliwinski,1
glatzer,damping,0
horning,maczko,0
gair,aer,1
witt,refit,1
diatonic,isoelectronic,1
crasnianski,longstreet,0
emblematic,idiomatic,1
fust,thrust,1
zuege,bhattacharjy,0
tribasa,swanger,0
boisterous,shipbuilder,0
mckoy,neu,1
indemnified,polce,0
mindset,womer,0
terre,lepera,1
scar,sharar,1
secomerica,delfine,0
superfreighters,boehlke,0
shamel,gammel,1
cryderman,recipe's,0
n'dour,apartment,0
propeller,pelky,0
six,styx,1
viera,sellick,0
mcnee,tree,1
optimistic,militaristic,1
schreiter,pitre,1
hasz,galosh,1
aschoff,yeiser,0
earnheart,particulates,0
neglected,transway,0
cues,sailboat,0
zuege,demolishing,0
petrowski,kwiatkowski,1
spoof,woof,1
stamey,keigley,0
tavano,palmisano,1
crosspieces,weitzman,0
hodo,cassetty,0
cassarino,sorvino,1
jurassic,ainley,0
manuel,smell,1
novotney,murree,0
hopple,kopple,1
kaylynn,mcglinn,1
messeghero,bracero,1
campeau's,blows,1
miscommunicate,tosch,0
fournet,duet,1
latecomer,steffie,0
renee,jouret,1
kiel,azbill,1
gibbins,kelbaugh,0
mcguffie,mcguffee,1
sherry,carrie,1
teicher,bifocals,0
perin,kanai,0
robillard,usenet,0
arbitrations,notations,1
dort,tort,1
herrman,bottleneck,0
alfano,ebano,1
lambreau,gendreau,1
pentagon,discoloration,0
cautiousness,propositions,0
incentives,cheviots,0
navickas,hannaford,0
jimbo's,dion,0
gaithersburg,unwary,0
grambling,beecher,0
ye,resignee,1
babish,lunches,0
venier,helmont,0
teal,altruism,0
reagle,polluter,0
barrone,clingerman,0
charlayne,lehane,1
inhibitions,musician's,1
baar,sagar,1
douwe,kazoo,1
polaroids,motorcade,0
hainsworth,quick,0
decline,klein,1
readjusted,adjusted,1
transferred,goodland,0
scalfaro,ungaro,1
filippelli,fedeli,1
view,grew,1
guse,crew's,1
capitano,soldano,1
smelley,marcelli,1
guest,harcrow,0
northwardly,shelton's,0
touvier's,monet's,1
plausibility,allard,0
few,ooh,1
wilhemina,spink,0
avenge,farinella,0
dustman,huerter,0
limb,shim,1
eau,schau,1
mannes,tubal,0
tempo,szeliga,0
yoy,goy,1
tyndall,laski,0
chose,outgrows,1
sartori,quarry,1
elevations,speculations,1
benne,gwen,1
piled,weild,1
shrines,rhines,1
drennan,tournquist,0
modjeski,solidifying,0
monopolization,excommunication,1
dairies,rameriz,1
kearse,reverse,1
streetman,drucie,0
sixteen,colleen,1
mihai,dry,1
luhr,schwer,1
fatheree,henri,1
edmunds,melded,0
otte,surat,1
fluff,cortex,0
wattie,benenati,1
avera,mangueira,1
entertaining,draining,1
granade,carrigg,0
kwiatkowski,kazis,0
countermeasures,sindt,0
feldman,ads,0
ketema,bajema,1
stumpf,phuong,0
saraceno,houseguests,0
hymnology,isla,0
incorrigible,ikaes,0
martin,sartin,1
nedeau,schau,1
paxar,titillation,0
caffey,statement's,0
hedges,ledges,1
schuur,duerr,1
performer,karpatkin,0
flatheads,ende,0
shrill,chill,1
polisario,ypsilanti,0
touchette,millette,1
barro,heberle,0
craun,pierron,1
markair's,casad,0
ball,rototilling,0
sloane,mcglone,1
tougher,huffer,1
enchilada,amerada,1
fiel,creal,1
briel,automobile,1
nadine,helene,1
mcneice,mcneece,1
interception,inscribe,0
duchemin,fomon's,0
fielder's,marksman,0
yanez,winkle,0
end,avenell,0
singularization,elevation,1
reyman,thrillers,0
turkel,fundamental,0
huebert,ciszewski,0
dusseau,towe,1
deville's,columbus,0
aslin,kinn,1
hesitation,evaporation,1
schleicher,balyeat,0
licavoli,jowley,1
gilbertine,mangini,1
soileau,deveaux,1
quickie,ikie,1
vannote,hote,1
peta,margarita,1
cancellation,substantiation,1
hufbauer,telesystem,0
sweeteners,runion,0
truskowski,scroggin,0
quinlan,neglectful,0
ray's,shutes,0
diphthong,rideout,0
don,christiane,1
flavia,kennecott,0
caine,plain,1
glitch,storch,0
vandermeer,orlick,0
bruyette,garrette,1
theall,freel,1
besch,thresh,1
dime's,imes,1
postrelle,adell,1
borgmeyer,charrier,0
gebhard,changer,0
wasmuth,kassa,0
roeller,ude,0
chumley,payers',0
mohler,bohler,1
sayed,swed,1
bethpage,yells,0
inflections,erections,1
opinionate,waddell,0
education's,perforations,1
gardena,cortina,1
crista,maulding,0
ekaterina,sheena,1
swerdlow,streaks,0
energized,timson,0
cunliffe,bellucci,0
turnover,eletr,0
harnden,piddle,0
citations,mutilations,1
elie,machiavelli,1
reminisces,brusette,0
optic,brehmer,0
klym,crim,1
dumm,humm,1
mcmann,abels,0
scientist's,breakups,0
faustus,sedentary,0
crise,lockwood's,0
undo,pursue,1
krack,zeus,0
subdivisions,coordination,0
blimp,captions,0
frenette,roulette,1
tasca,holiman,0
himmelstein,strow,0
kamali,predestined,0
aerovias,lia's,1
defamation,prognostication,1
shankle,rankle,1
liane,geurin,1
ignoring,deaner,0
arends,commends,1
fared,views,0
referee's,guaranties,1
displaying,cockerill,0
neeley,traister,0
sweetman,sunnyvale,0
christianization,croatian,1
afterimage,debator's,0
shaik,shrake,1
antonio,merchandisers,0
levina,depina,1
scronce,starkel,0
widmaier,semmens,0
hispano,sodano,1
santucci,yamauchi,1
g.'s,c.s,1
gaudette,villette,1
lyricism,manko,0
q.,do,1
fane,mccain,1
stanphill,lxi,0
mademoiselle,pelle,1
fiebiger,team's,0
solazzo,finazzo,1
sil,mcmil,1
wholly,smoley,1
pullano,bazzano,1
owe,ni,0
aerostat,kleen,0
mulvey,hooray,1
relationships,detrich,0
geissler,premonitory,0
grilli,smartening,0
neophyte,portland's,0
paralegals,legals,1
judgments,steps,0
cisewski,salamon,0
pantera's,lueras,1
bachrach,livezey,0
perras,sprays,0
modernization,location,1
munro,nouveau,1
monroe,brancheau,1
jubb,bub,1
bruemmer,plumer,1
mctaggart,kingrey,0
dawes,haws,1
table's,sables,1
surrogation,amputation,1
tapers,lizotte,0
calvani,malena,0
maggs,zags,1
marquard,berrard,1
baines,manes,1
goldy,compatibility,0
complainer,daner,1
daxor,perspiration,0
kir,gondolier,1
elevation,ossification,1
station,centralization,1
bailiffs,lamotta,0
ceases,tormentors,0
canadair,terre,1
ru,stew,1
lentzsch,bentz,1
knotts,heibel,0
hasting,steelmaker,0
naser,nazer,1
stuhr,valiantly,0
hanchey,saindon,0
revaluations,reconciliations,1
ovulation,radiation,1
lorette,falconet,1
lausanne,rahn,1
digaetano,voila,0
monsieur,transfer,1
federation's,visitations,1
olivia,bolivia,1
reeh,waikiki,1
emelie,reined,0
kirshfink,conniption,0
dalfen,discontinuity,0
aptiva,iva,1
bullet,energizes,0
vogt,promote,1
koogler,alison,0
consonants,malara,0
wespercorp,senegalese,0
bullins,awkward,0
resell,fascell,1
calvani,kilborn,0
hees,louise,1
re,cay,1
fest,alessandra,0
refractory,satisfactory,1
chore,boer,1
cladification,perpetuation,1
liff,schiff,1
kalamazoo,depardieu,1
leins,deines,1
hay,cray,1
galen,walen,1
protestation,reunification,1
blackfoot,pamacho,0
katsuhiko,mosaical,0
rebut,glicksman,0
brut,mohawks,0
yoakum,poppins,0
shortcuts,amp,0
luczak,cruser,0
lavely,snavely,1
expropriation,rationalization,1
darrelle,retell,1
monreal,scaff,0
recommended,eyton,0
dustbin,pheasant,0
forsake,ake,1
cataclysm,lovitz,0
leja,calabro,0
doggy's,fleischman,0
phillippi,altron,0
dukes,jukes,1
herminia,implicated,0
satter,dirty,0
spaid,orlando,0
o'hara,vaquera,1
tolstoy's,delpino,0
yoshiaki,arakaki,1
hooton,weatherwax,0
marchini,orsini,1
calcaterra,mattera,1
farrel,ofarrell,1
excel,cottrell,1
botello,cello,1
perrine,dildine,1
ovshinsky,muszynski,1
gewirtz,satya,0
caston,karam,0
note,vilas,0
novelistic,sistek,1
camping,darkie,0
bryne,luminaries,0
disque,lansdown,0
cyan,boutin,1
kolasa,basa,1
rotisserie,dispensable,0
judeo,valve,0
mcquaide,charade,1
cramped,damped,1
thies,eventuality,0
isolde,hobson's,0
reinsurance,nolet,0
confinement,toga,0
drenching,levitation,0
feudal,uplift,0
torpedo,babiak,0
suitably,problem's,0
disband,unmanned,1
krajina,pertamina,1
loma,sonoma,1
sundai,tai,1
paleontology,entomology,1
mccluney,sandoz's,0
imamura,euro,1
sukru,huh,0
lecroy,dog,0
capsaicin,ethyol,0
cezanne's,cheyennes,1
agitation,identification,1
claudine,lien,1
transformation,negotiating,0
honer,hensen,0
foundation,education,1
drowned,merriam,0
shinn,berlin,1
defeating,fleeting,1
fermentation,pontification,1
translations,deprivations,1
mulches,dijker,0
fucks,stallibrass,0
dwell,pell,1
goto,specthrie,0
achievement,hovland,0
gravestone,vice-president,0
misspending,grows,0
bauermeister,redstone's,0
regulation,navigation,1
chana,castellana,1
flammer,slammer,1
hatred,jacksonville's,0
gamp,worst-case,0
holvis',metter,0
alls,walles,1
vilification,securitization,1
raun,doiron,1
hilde,depaola,0
retried,collide,1
they,whey,1
dizziness,mcham,0
yay,hooray,1
sweet,lalit,1
pronunciation,superstation,1
snow,gauthreaux,1
petersen,elling,0
mckean,oquin,1
petronilla,arquilla,1
unification,expropriation,1
linoleum,prevatt,0
boitano,razzano,1
hannie,bridle,0
prevail,dayle,1
selvaggio,eggheads,0
nobler,gates,0
constitutionally,reisig,0
shirell,befell,1
higby,wren,0
nujoma,diploma,1
valtierra,lira,1
stefanic,panic,1
reinterpretation,medication,1
myelin,overflights,0
pietrzak,angels,0
knin,min,1
reinsure,latour,1
equivocation,industrialization,1
hula,matula,1
fleeger,gieger,1
axt,misdemeanors,0
yan,gyrocompass,0
joist,haakenson,0
disaster,raster,1
glean,allcock,0
spell,nobel,1
delconte,tramonte,1
alleyoop,loop,1
mellor,dehler,1
zeneca's,goonan,0
garbarino,jalapeno,1
econoline,latex,0
reconstruct,indisputable,0
wren,dimond,0
palpitation,saudiization,1
sandia,islandia,1
ziller,pled,0
laake,gloves,0
protestation,glorification,1
draine,mayne,1
leimbach,politician's,0
plaits,debate's,1
willadsen,gladson,1
heupel,mismanage,0
sanctification,desiccation,1
grzybowski,mcgegan,0
fick,rester,0
blurry,character's,0
postrelle,cantrelle,1
et,hughette,1
obit,whit,1
few,siew,1
copacabana,luana,1
rhine,dine,1
burrowers,laduca,0
tympanic,added,0
sanguinetti,famiglietti,1
vencor,drink,0
leery,arcieri,1
erodes,roettger,0
flounce,divested,0
brizendine,dini,1
intelligentsia,zaps,0
barten,insider's,0
xi,g.,1
headphone,genter,0
enhancing,pesce,0
ottaviano,viano,1
orientals,basha,0
abductee,villar,0
impure,stamant,0
palazina,adamina,1
werdesheim,skeel,0
plateau,ho,1
berch,perc,1
lacrosse,lacross,1
machinations,occupations,1
rene,mey,1
jurs,spaces,0
winger,aristophanes,0
oboyle,uncoil,1
stachowski,czechowski,1
ree,mcnee,1
siddiqi,cuccio,0
chittick,careers,0
llano,molano,1
connally,connelly,1
lacomb,nolette,0
rozelle,martelle,1
poor,shalom,0
mein,pentrust,0
bellefeuille,tuel,1
unfinished,site's,0
zadillo,bilow,1
bax,jilek,0
relaxation,sores,0
pernod,wroe,1
hire,liar,1
weicker's,manning,0
taiwan,contadora,0
duvall,dolle,1
ruhlman,coolman,1
chmiel,reel,1
noble,fobel,1
manet,asay,1
kruszynski,wilczynski,1
kuala,depetro,0
ingber,faas,0
co,tso,1
ledwith,programs,0
forgot,bott,1
skis,bee's,1
ciel,philippine,0
garro,lazaro,1
transcisco,mccullah,0
mastectomy,planners',0
morimoto,coston,0
domecq,unstained,0
daner,nonplanar,1
tancredi,pascale,0
genisco,lisco,1
santore,lorry,1
kirkley,berkeley,1
aura,bora,1
writ,legit,1
obyrne,aherne,1
yeargain,arraign,1
vitiello,otello,1
survivability,eligibility,1
lalor,nohr,1
nicoline,ugolini,1
gabriela,citronella,1
queena,lena,1
pickups,pompadur,0
bryce,laconte,0
himebaugh,dogberry,0
metavsky,layover,0
lahr,paar,1
repack,jacques,1
bromwell,chicots,0
kalberer,lickety,0
specific,honorific,1
yellowing,neni,0
inaccessible,degradations,0
imitations,estimations,1
bragan,shiu,0
altars,shrub,0
edgcomb,luebbe,0
surrell,sterle,1
drapeau,goe,1
poh,lebowe,1
fox,coxe,1
brink,bayed,0
violation,formulation,1
hipbone,cassini's,0
dogan,hal's,0
centel's,timmons,0
scarsdale,frain,0
supplies,kyes,1
lionetti,benetti,1
ojeda,castellucci,0
subsidization,magnetization,1
andreen,saline,1
braer,newport's,0
kappus,dawley,0
suppa,minstar,0
o'mahoney,morricone,1
aronow,isolationism,0
zones,groans,1
morais,newsmagazine,0
macklin's,siegan,0
cetacean,unionization,1
attract,unpacked,1
martenson,hiroshi,0
stylish,diet,0
guilbert,redd,0
deeney,tomasini,1
thermoplastics,avtex's,0
wakeham,zandra,0
breastfeeding,tansey,0
blaise,phrase,1
gallinsky,bobinski,1
stoop,aspen,0
ciaobella,isabella,1
needing,rice's,0
nogle,distel,0
inscribes,describes,1
rejuvenation,demoralization,1
epithelial,alonzo,0
ditter,iranscam,0
ciszewski,krajewski,1
smartened,rowlands,0
siddall,copy,0
peng,feng,1
matusek,siegan's,0
ptak,brack,1
lafata,santagata,1
hacks,decriminalization,0
laconte,nederland,0
mazzie,bunchy,0
mae,allay,1
homozygous,erupted,0
piercey,hembree,1
mcpeake,hoxworth,0
delphine,wahine,1
rosano,quijano,1
nano,orphic,0
review,kew,1
malcom,asmara,0
rangers,mcclard,0
demonization,transportation,1
ligation,evaporation,1
stale,gail,1
budapest,prose,0
abdollah,isola,1
medfact,lipide,0
shell,intel,1
filippello,maltais,0
guyett,pinette,1
clews,cruise,1
carrell,zale,1
innis,vesta,0
pries,fries,1
vaz,puerto_rican,0
pennington,kennington,1
brune,cancun,1
three,merabank,0
colonialist,loftis,0
welbilt,carloading,0
sumrow,mahr,0
leven,ada's,0
batter,vannater,1
padilla,shitila,1
godley,milius,0
minisupercomputer,poyer,0
luddites,carder,0
viggiano,stipanovich,0
massad,underdogs,0
girth,kontras,0
fannie,mcraney,1
insulation,reallocation,1
dramatization,consecration,1
estella,mirella,1
beaudin,pran,1
geez,decrees,1
defoliants,annotated,0
yoh,unocal,0
lay,redisplay,1
floorboard,unpack,0
leap,jeep,1
streight,coverups,0
today's,allays,1
mistreats,peet's,1
mel,excel,1
vodavi,mahvi,1
dercole,dardis,0
froder,inserra,0
astrology,unaccountably,0
threes,kee's,1
yilin,classroom,0
danzer,pekala,0
unbolt,freire,0
comella,arenella,1
transoms,aborigines,0
rys,kniss,1
premised,engeman,0
regnery,gazella,0
marina,buckeye,0
consecrations,nominations,1
certo,glas,0
ogburn,strenuously,0
gies,louise,1
stimulating,protein's,0
emailing,veiling,1
tank,dank,1
lucile,beale,1
heats,peitz,1
thereupon,daane,1
aircrafts,canadians',0
paules,morals,0
eldora,zippora,1
advisor,keizer,1
harra,carrara,1
appalachia,eachan,0
guertin,deneen,1
picariello,manganiello,1
melle,pesnell,1
vaccination,revitalization,1
spared,kersey,0
communication's,emanations,1
abductee,gyi,1
laurene,rabin,1
reinterpretation,station,1
saute,graye,1
zigzag,mary,0
slightly,bosshart,0
cop,cropp,1
biaggini,paganini,1
tourtelot,cau,1
speculation,gasification,1
stew,siew,1
grapage,mignogna,0
utilization,proclamation,1
salting,ovary,0
maline,toscanini,1
downed,oleoyl,0
fonte,recollecting,0
extrude,younkin,0
manpower,consortium,0
integration,argumentation,1
solitaire,haire,1
industrielle,farewell,1
galante,fioravanti,1
modiliani,gatherings,0
yom,fromm,1
deceleration,occupation,1
jeff's,layah,0
tavoulareas,cassidy's,0
donation,saturation,1
maroon,calhoon,1
darr,gisclair,1
superman,hooperman,1
debug,drug,1
haymes,game's,1
denunciations,preoccupations,1
agglomeration,pacification,1
whitings,whitings,1
uarco,anadarko,1
faustino,montagnino,1
robot,unremarkable,0
yola,amendola,1
campanella,barela,1
stenberg,mccard,0
ibsen,hanway,0
gradations,temptations,1
bamba,dresher,0
red,sayed,1
kate,mcfate,1
flesher,escher,1
konzi,bansal,0
melone,bottone,1
cheek,mcpeek,1
smalley,volley,1
exquisite,barenboim,0
ferrite,slee,0
stunned,michaelina,0
druella,pennella,1
reallocation,mutilation,1
jack's,whacks,1
nonsporting,courting,1
zeek,streak,1
kaifu,wachob,0
kinetic,prophetic,1
tarman,harmen,1
disintegration,collectivization,1
mazzaferro,mugavero,1
sylvain,sustain,1
bet,theberge,0
fiorino,sorvino,1
denationalizations,diversifications,1
bjork,slapped,0
proclamation,centralization,1
haris,talker,0
orphans,individualized,0
skull,ul,1
boutell,revelle,1
taulbee,fecht,0
skow,scow,1
blessed,somerville,0
lehman's,semans,1
boycotting,ketchum,0
hannah,luana,1
parliamentary,dismembered,0
mazon,latrone,1
approving,glenview,0
soifer,gunter,0
plett,brett,1
dambacher,kirschenmann,0
yosef,graduations,0
mitcheltree,hardigree,1
plaid,lemire,0
moderately,meester,0
dilation,ossification,1
gayman,beagan,1
ameri,learn,0
moomey,anew,0
mondelli,shelley,1
